,image_name,tar_xywh,dist_xywh,link_vg,vg_object_id,condition,responses_someRE,responses_MN,responses_someRE_found,responses_MN_found,responses_someRE_prob,responses_MN_prob,img_inf_scores_someRE,img_inf_scores_MN
10,chair_officehcair_ambi_spec_3639364.png,"[326, 234, 294, 360]","[558, 150, 174, 267]",https://cs.stanford.edu/people/rak248/VG_100K_2/2028.jpg,3639364,spec,"{'chair': 31, 'wheelchair': 2, 'wheel': 1, 'armchair': 1, 'rowling': 1}","{'chair': 32, 'office chair': 2}","{'chair': 31, 'wheelchair': 2, 'wheel': 1, 'armchair': 1}","{'chair': 32, 'office chair': 2}","{'chair': 0.8857142857142857, 'wheelchair': 0.05714285714285714, 'wheel': 0.02857142857142857, 'armchair': 0.02857142857142857}","{'chair': 0.9411764705882353, 'office chair': 0.058823529411764705}",1.2713397676496334,1.256915564908009
11,cow_calf_ambi_spec_419308.png,"[185, 93, 299, 220]","[0, 11, 145, 219]",https://cs.stanford.edu/people/rak248/VG_100K_2/2399088.jpg,419308,spec,"{'calf': 31, 'cow': 15, 'baby': 2, 'age': 1, 'cw': 1, 'sheep': 1, 'goat': 1, 'heifer': 1, 'cafe': 1}","{'cow': 23, 'calf': 11}","{'calf': 31, 'cow': 15, 'baby': 2, 'sheep': 1, 'goat': 1, 'cafe': 1}","{'cow': 23, 'calf': 11}","{'calf': 0.6078431372549019, 'cow': 0.29411764705882354, 'baby': 0.0392156862745098, 'sheep': 0.0196078431372549, 'goat': 0.0196078431372549, 'cafe': 0.0196078431372549}","{'cow': 0.6764705882352942, 'calf': 0.3235294117647059}",1.4623753675557478,1.5385052868553735
12,building_church_unambiguous_2232925.png,"[0, 15, 129, 318]","[0, 14, 132, 316]",https://cs.stanford.edu/people/rak248/VG_100K/2370726.jpg,2232925,unam,"{'building': 22, 'church': 10, 'castle': 10, 'tower': 7, 'cathedral': 7, 'statue': 6, 'wall': 2, 'temple': 1, 'build': 1, 'prague': 1, 'hgt': 1, 'steeples': 1}","{'building': 10, 'church': 8, 'cathedral': 7, 'castle': 6, 'tower': 4}","{'building': 22, 'church': 10, 'castle': 10, 'tower': 7, 'cathedral': 7, 'statue': 6, 'wall': 2}","{'building': 10, 'church': 8, 'cathedral': 7, 'castle': 6, 'tower': 4}","{'building': 0.34375, 'church': 0.15625, 'castle': 0.15625, 'tower': 0.109375, 'cathedral': 0.109375, 'statue': 0.09375, 'wall': 0.03125}","{'building': 0.2857142857142857, 'church': 0.22857142857142856, 'cathedral': 0.2, 'castle': 0.17142857142857143, 'tower': 0.11428571428571428}",1.385288039453513,1.443557046824959
13,car_taxi_unambiguos_1119918.png,"[2, 84, 392, 238]","[48, 0, 230, 110]",https://cs.stanford.edu/people/rak248/VG_100K_2/2403966.jpg,1119918,unam,"{'taxi': 62, 'cab': 9, 'car': 5, 'cr': 1}","{'taxi': 17, 'car': 15}","{'taxi': 62, 'cab': 9, 'car': 5}","{'taxi': 17, 'car': 15}","{'taxi': 0.8157894736842105, 'cab': 0.11842105263157894, 'car': 0.06578947368421052}","{'taxi': 0.53125, 'car': 0.46875}",1.7108805512764065,1.6219204927312239
14,table_diningtable_unambiguos_3352993.png,"[107, 216, 253, 182]","[0, 26, 228, 191]",https://cs.stanford.edu/people/rak248/VG_100K/2328480.jpg,3352993,unam,"{'table': 71, 'chair': 2, 'chairs': 1, 'set': 1, 'shelf': 1, 'bookshelf': 1}","{'table': 32, 'dining table': 2}","{'table': 71, 'chair': 2, 'chairs': 1, 'set': 1, 'shelf': 1, 'bookshelf': 1}","{'table': 32, 'dining table': 2}","{'table': 0.922077922077922, 'chair': 0.025974025974025976, 'chairs': 0.012987012987012988, 'set': 0.012987012987012988, 'shelf': 0.012987012987012988, 'bookshelf': 0.012987012987012988}","{'table': 0.9411764705882353, 'dining table': 0.058823529411764705}",1.186597585504669,1.1834455435273405
15,car_van_ambi_spec_1628513.png,"[226, 313, 481, 203]","[53, 271, 165, 133]",https://cs.stanford.edu/people/rak248/VG_100K_2/1754.jpg,1628513,spec,"{'car': 19, 'wagon': 14, 'ca': 1}","{'car': 26, 'van': 4, 'vehicle': 4, 'automobile': 1}","{'car': 19, 'wagon': 14}","{'car': 26, 'van': 4, 'vehicle': 4, 'automobile': 1}","{'car': 0.5757575757575758, 'wagon': 0.42424242424242425}","{'car': 0.7428571428571429, 'van': 0.11428571428571428, 'vehicle': 0.11428571428571428, 'automobile': 0.02857142857142857}",1.4364475908047347,1.466639100438956
16,man_tennisplayer_unambiguos_2183801.png,"[99, 116, 125, 374]","[0, 75, 357, 329]",https://cs.stanford.edu/people/rak248/VG_100K/2341998.jpg,2183801,unam,"{'player': 50, 'man': 16, 'men': 2, 'm': 1, 'guy': 1, 'shirt': 1, 'badminton': 1, 'shoe': 1, 'sportsman': 1, 'ne': 1}","{'man': 19, 'tennis player': 7, 'player': 3, 'human': 1}","{'player': 50, 'man': 16, 'men': 2, 'guy': 1, 'shirt': 1, 'shoe': 1}","{'man': 19, 'tennis player': 7, 'player': 3, 'human': 1}","{'player': 0.704225352112676, 'man': 0.22535211267605634, 'men': 0.028169014084507043, 'guy': 0.014084507042253521, 'shirt': 0.014084507042253521, 'shoe': 0.014084507042253521}","{'man': 0.6333333333333333, 'tennis player': 0.23333333333333334, 'player': 0.1, 'human': 0.03333333333333333}",1.6235655473272963,1.5042568002807069
17,shirt_tshirt_ambi_spec_3859715.png,"[7, 89, 170, 208]","[402, 27, 98, 260]",https://cs.stanford.edu/people/rak248/VG_100K/2370220.jpg,3859715,spec,"{'apron': 16, 'girl': 7, 'shirt': 4, 'woman': 4, 'seller': 4, 'women': 3, 'gal': 1, 'cooker': 1, 'dress': 1, 'worker': 1}","{'shirt': 19, 't-shirt': 7, 'dress': 1}","{'apron': 16, 'girl': 7, 'shirt': 4, 'woman': 4, 'women': 3, 'cooker': 1, 'dress': 1, 'worker': 1}","{'shirt': 19, 't-shirt': 7, 'dress': 1}","{'apron': 0.43243243243243246, 'girl': 0.1891891891891892, 'shirt': 0.10810810810810811, 'woman': 0.10810810810810811, 'women': 0.08108108108108109, 'cooker': 0.02702702702702703, 'dress': 0.02702702702702703, 'worker': 0.02702702702702703}","{'shirt': 0.7037037037037037, 't-shirt': 0.25925925925925924, 'dress': 0.037037037037037035}",1.2872212784651251,1.3008336830555483
18,boat_ship_ambi_spec_3702338.png,"[42, 105, 513, 469]","[499, 432, 297, 122]",https://cs.stanford.edu/people/rak248/VG_100K/713799.jpg,3702338,spec,"{'ship': 33, 'boat': 7, 'bot': 1, 'barge': 1, 'bat': 1, 'battleship': 1, 'tugboat': 1, 'chip': 1}","{'boat': 19, 'ship': 15}","{'ship': 33, 'boat': 7, 'barge': 1, 'bat': 1, 'chip': 1}","{'boat': 19, 'ship': 15}","{'ship': 0.7674418604651163, 'boat': 0.16279069767441862, 'barge': 0.023255813953488372, 'bat': 0.023255813953488372, 'chip': 0.023255813953488372}","{'boat': 0.5588235294117647, 'ship': 0.4411764705882353}",1.462364463602679,1.4464469350610516
19,chair_armchair_unambiguos_3334449.png,"[98, 297, 370, 203]","[117, 50, 94, 368]",https://cs.stanford.edu/people/rak248/VG_100K_2/2417956.jpg,3334449,unam,"{'chair': 12, 'woman': 11, 'sofa': 9, 'laptop': 6, 'girl': 6, 'women': 4, 'couch': 3, 'person': 2, 'lady': 2, 'computer': 2, 'sop': 1, 'door': 1, 'work': 1, 'doorway': 1, 'men': 1}","{'chair': 19, 'sofa': 4, 'couch': 4}","{'chair': 12, 'woman': 11, 'sofa': 9, 'laptop': 6, 'girl': 6, 'women': 4, 'couch': 3, 'person': 2, 'lady': 2, 'computer': 2, 'door': 1, 'doorway': 1, 'men': 1}","{'chair': 19, 'sofa': 4, 'couch': 4}","{'chair': 0.2, 'woman': 0.18333333333333332, 'sofa': 0.15, 'laptop': 0.1, 'girl': 0.1, 'women': 0.06666666666666667, 'couch': 0.05, 'person': 0.03333333333333333, 'lady': 0.03333333333333333, 'computer': 0.03333333333333333, 'door': 0.016666666666666666, 'doorway': 0.016666666666666666, 'men': 0.016666666666666666}","{'chair': 0.7037037037037037, 'sofa': 0.14814814814814814, 'couch': 0.14814814814814814}",1.3130180371091618,1.287413201451522
20,shirt_tshirt_unambiguos_1771265.png,"[74, 100, 333, 209]","[0, 304, 500, 70]",https://cs.stanford.edu/people/rak248/VG_100K/2369295.jpg,1771265,unam,"{'shirt': 31, 'woman': 8, 'girl': 6, 'women': 2, 'body': 1, 'dishes': 1, 'person': 1}","{'shirt': 28, 't-shirt': 7}","{'shirt': 31, 'woman': 8, 'girl': 6, 'women': 2, 'body': 1, 'dishes': 1, 'person': 1}","{'shirt': 28, 't-shirt': 7}","{'shirt': 0.62, 'woman': 0.16, 'girl': 0.12, 'women': 0.04, 'body': 0.02, 'dishes': 0.02, 'person': 0.02}","{'shirt': 0.8, 't-shirt': 0.2}",1.2642744701874713,1.2978480624349082
21,woman_frisbeeplayer_ambi_spec_224006.png,"[109, 20, 283, 236]","[176, 252, 172, 57]",https://cs.stanford.edu/people/rak248/VG_100K_2/2410183.jpg,224006,spec,"{'catcher': 7, 'women': 6, 'man': 5, 'frisbee': 4, 'jumper': 2, 'woman': 2, 'player': 2, 'catch': 1, 'girl': 1, 'fly': 1, 'lady': 1, 'flying': 1, 'plate': 1, 'sportsman': 1}","{'woman': 13, 'person': 5, 'man': 4, 'frisbee player': 4, 'player': 2}","{'catcher': 7, 'women': 6, 'man': 5, 'frisbee': 4, 'jumper': 2, 'woman': 2, 'player': 2, 'girl': 1, 'lady': 1, 'flying': 1, 'plate': 1}","{'woman': 13, 'person': 5, 'man': 4, 'player': 2}","{'catcher': 0.21875, 'women': 0.1875, 'man': 0.15625, 'frisbee': 0.125, 'jumper': 0.0625, 'woman': 0.0625, 'player': 0.0625, 'girl': 0.03125, 'lady': 0.03125, 'flying': 0.03125, 'plate': 0.03125}","{'woman': 0.5416666666666666, 'person': 0.20833333333333334, 'man': 0.16666666666666666, 'player': 0.08333333333333333}",1.4881612317088486,1.2804091011431151
22,chair_armchair_ambi_spec_169378.png,"[289, 159, 197, 168]","[52, 136, 92, 115]",https://cs.stanford.edu/people/rak248/VG_100K_2/2413636.jpg,169378,spec,"{'sofa': 17, 'chair': 11, 'couch': 4, 'armchair': 2, 'cousin': 1, 'coach': 1}","{'chair': 27, 'furniture': 2, 'armchair': 2, 'seat': 1}","{'sofa': 17, 'chair': 11, 'couch': 4, 'armchair': 2, 'coach': 1}","{'chair': 27, 'furniture': 2, 'armchair': 2, 'seat': 1}","{'sofa': 0.4857142857142857, 'chair': 0.3142857142857143, 'couch': 0.11428571428571428, 'armchair': 0.05714285714285714, 'coach': 0.02857142857142857}","{'chair': 0.84375, 'furniture': 0.0625, 'armchair': 0.0625, 'seat': 0.03125}",1.3674262984954708,1.2546228788338987
23,wine_bottle_ambi_spec_1056869.png,"[55, 33, 103, 375]","[210, 180, 213, 226]",https://cs.stanford.edu/people/rak248/VG_100K_2/2416350.jpg,1056869,spec,"{'bottle': 63, 'wine': 7, 'glass': 3, 'drink': 1, 'beer': 1}","{'bottle': 19, 'wine': 10, 'wine bottle': 5}","{'bottle': 63, 'wine': 7, 'glass': 3, 'drink': 1, 'beer': 1}","{'bottle': 19, 'wine': 10, 'wine bottle': 5}","{'bottle': 0.84, 'wine': 0.09333333333333334, 'glass': 0.04, 'drink': 0.013333333333333334, 'beer': 0.013333333333333334}","{'bottle': 0.5588235294117647, 'wine': 0.29411764705882354, 'wine bottle': 0.14705882352941177}",1.3800643318622277,1.440683578299251
24,airplane_jet_ambi_spec_1765928.png,"[190, 19, 310, 137]","[74, 17, 175, 76]",https://cs.stanford.edu/people/rak248/VG_100K/2367680.jpg,1765928,spec,"{'airplane': 24, 'plane': 17, 'aeroplane': 9, 'flight': 4, 'jet': 2, 'airliner': 2, 'helicopter': 1}","{'airplane': 20, 'plane': 7, 'jet': 3}","{'airplane': 24, 'plane': 17, 'aeroplane': 9, 'flight': 4, 'jet': 2, 'airliner': 2, 'helicopter': 1}","{'airplane': 20, 'plane': 7, 'jet': 3}","{'airplane': 0.4067796610169492, 'plane': 0.288135593220339, 'aeroplane': 0.15254237288135594, 'flight': 0.06779661016949153, 'jet': 0.03389830508474576, 'airliner': 0.03389830508474576, 'helicopter': 0.01694915254237288}","{'airplane': 0.6666666666666666, 'plane': 0.23333333333333334, 'jet': 0.1}",1.9120735991934565,1.8835296194403615
25,car_van_unambiguos_1271136.png,"[14, 125, 411, 183]","[0, 41, 500, 94]",https://cs.stanford.edu/people/rak248/VG_100K_2/2388010.jpg,1271136,unam,"{'car': 55, 'vehicle': 5, 'c': 1, 'road': 1, 'ware': 1, 'cat': 1, 'wagon': 1, 'suv': 1, 'van': 1, 'ca': 1}","{'car': 24, 'vehicle': 5, 'van': 2, 'suv': 2}","{'car': 55, 'vehicle': 5, 'road': 1, 'cat': 1, 'wagon': 1, 'suv': 1, 'van': 1}","{'car': 24, 'vehicle': 5, 'van': 2, 'suv': 2}","{'car': 0.8461538461538461, 'vehicle': 0.07692307692307693, 'road': 0.015384615384615385, 'cat': 0.015384615384615385, 'wagon': 0.015384615384615385, 'suv': 0.015384615384615385, 'van': 0.015384615384615385}","{'car': 0.7272727272727273, 'vehicle': 0.15151515151515152, 'van': 0.06060606060606061, 'suv': 0.06060606060606061}",1.4642955569610965,1.4725780950777292
26,woman_frisbeeplayer_unambiguos_3038069.png,"[13, 116, 290, 383]","[231, 0, 74, 500]",https://cs.stanford.edu/people/rak248/VG_100K/2328615.jpg,3038069,unam,"{'woman': 33, 'girl': 17, 'women': 8, 'lady': 6, 'person': 5, 'f': 1, 'tree': 1}","{'woman': 26, 'person': 3, 'frisbee player': 2}","{'woman': 33, 'girl': 17, 'women': 8, 'lady': 6, 'person': 5, 'tree': 1}","{'woman': 26, 'person': 3}","{'woman': 0.4714285714285714, 'girl': 0.24285714285714285, 'women': 0.11428571428571428, 'lady': 0.08571428571428572, 'person': 0.07142857142857142, 'tree': 0.014285714285714285}","{'woman': 0.896551724137931, 'person': 0.10344827586206896}",1.2345694209232712,1.231199437838739
27,shirt_poloshirt_unambiguos_1030468.png,"[254, 49, 343, 307]","[58, 0, 213, 489]",https://cs.stanford.edu/people/rak248/VG_100K_2/917.jpg,1030468,unam,"{'shirt': 46, 'man': 6, 'men': 3, 'guy': 2, 'person': 2, 'girl': 1, 'boy': 1, 'bo': 1, 'shirts': 1, 'torso': 1, 'wine': 1}","{'shirt': 27, 't-shirt': 3, 'polo shirt': 2, 'polo': 2}","{'shirt': 46, 'man': 6, 'men': 3, 'guy': 2, 'person': 2, 'girl': 1, 'boy': 1, 'shirts': 1, 'torso': 1, 'wine': 1}","{'shirt': 27, 't-shirt': 3, 'polo shirt': 2, 'polo': 2}","{'shirt': 0.71875, 'man': 0.09375, 'men': 0.046875, 'guy': 0.03125, 'person': 0.03125, 'girl': 0.015625, 'boy': 0.015625, 'shirts': 0.015625, 'torso': 0.015625, 'wine': 0.015625}","{'shirt': 0.7941176470588235, 't-shirt': 0.08823529411764706, 'polo shirt': 0.058823529411764705, 'polo': 0.058823529411764705}",1.2769217672988948,1.2997627953606337
28,train_locomotive_ambi_spec_426714.png,"[155, 42, 229, 213]","[394, 97, 94, 71]",https://cs.stanford.edu/people/rak248/VG_100K_2/2398300.jpg,426714,spec,"{'train': 18, 'engine': 15, 'caboose': 3, 'coach': 1}","{'train': 29, 'engine': 3}","{'train': 18, 'engine': 15, 'caboose': 3, 'coach': 1}","{'train': 29, 'engine': 3}","{'train': 0.4864864864864865, 'engine': 0.40540540540540543, 'caboose': 0.08108108108108109, 'coach': 0.02702702702702703}","{'train': 0.90625, 'engine': 0.09375}",1.5601850313883407,1.6730166129653232
29,truck_pickuptruck_unambiguos_2989393.png,"[226, 115, 239, 127]","[44, 0, 100, 142]",https://cs.stanford.edu/people/rak248/VG_100K_2/2416069.jpg,2989393,unam,"{'truck': 52, 'car': 13, 'pickup': 2, 'cr': 1, 'suv': 1, 'jeep': 1, 'trucks': 1, 'tree': 1, 'van': 1}","{'truck': 24, 'car': 5, 'pickup truck': 2, 'vehicle': 2}","{'truck': 52, 'car': 13, 'pickup': 2, 'suv': 1, 'jeep': 1, 'trucks': 1, 'tree': 1, 'van': 1}","{'truck': 24, 'car': 5, 'pickup truck': 2, 'vehicle': 2}","{'truck': 0.7222222222222222, 'car': 0.18055555555555555, 'pickup': 0.027777777777777776, 'suv': 0.013888888888888888, 'jeep': 0.013888888888888888, 'trucks': 0.013888888888888888, 'tree': 0.013888888888888888, 'van': 0.013888888888888888}","{'truck': 0.7272727272727273, 'car': 0.15151515151515152, 'pickup truck': 0.06060606060606061, 'vehicle': 0.06060606060606061}",1.4624214262872997,1.456173720158817
30,cow_calf_unambiguos_3393580.png,"[87, 93, 255, 303]","[0, 332, 500, 64]",https://cs.stanford.edu/people/rak248/VG_100K/2323078.jpg,3393580,unam,"{'cow': 77, 'calf': 5, 'cafe': 1, 'bull': 1, 'cattle': 1}",{'cow': 34},"{'cow': 77, 'calf': 5, 'cafe': 1, 'bull': 1, 'cattle': 1}",{'cow': 34},"{'cow': 0.9058823529411765, 'calf': 0.058823529411764705, 'cafe': 0.011764705882352941, 'bull': 0.011764705882352941, 'cattle': 0.011764705882352941}",{'cow': 1.0},1.5865381822704243,1.6012319810685853
31,man_batter_ambi_spec_1039917.png,"[156, 146, 340, 388]","[534, 303, 233, 276]",https://cs.stanford.edu/people/rak248/VG_100K/1159815.jpg,1039917,spec,"{'batter': 41, 'player': 10, 'hitter': 9, 'man': 5, 'shooter': 1, 'shirt': 1, 'pitcher': 1, 'f': 1, 'cricketer': 1, 'cricket': 1, 'batsman': 1, 'men': 1}","{'man': 10, 'batter': 10, 'baseball player': 5, 'player': 4, 'person': 3}","{'batter': 41, 'player': 10, 'hitter': 9, 'man': 5, 'shirt': 1, 'pitcher': 1, 'men': 1}","{'man': 10, 'batter': 10, 'baseball player': 5, 'player': 4, 'person': 3}","{'batter': 0.6029411764705882, 'player': 0.14705882352941177, 'hitter': 0.1323529411764706, 'man': 0.07352941176470588, 'shirt': 0.014705882352941176, 'pitcher': 0.014705882352941176, 'men': 0.014705882352941176}","{'man': 0.3125, 'batter': 0.3125, 'baseball player': 0.15625, 'player': 0.125, 'person': 0.09375}",2.3623792358958258,1.885648984807648
